DepMap_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,sex,source,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,culture_type
ACH-000818,BT-483,BT483,BT483_BREAST,,949093.0,Female,ATCC,CVCL_2319,1231.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,23.0,SIDM00892,,breast,breast_ductal_carcinoma,ERpos_HER2neg,luminal,Adherent
ACH-000819,LN-18,LN18,LN18_CENTRAL_NERVOUS_SYSTEM,,1240168.0,Male,ATCC,CVCL_0392,1503.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,65.0,SIDM00685,,central_nervous_system,glioma,glioblastoma,,Adherent
ACH-000821,EJM,EJM,EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1297447.0,Female,DSMZ,CVCL_2030,567.0,ascites,Primary,Myeloma,Multiple Myeloma,58.0,SIDM01048,,plasma_cell,multiple_myeloma,,,
ACH-000822,SK-MEL-24,SKMEL24,SKMEL24_SKIN,,909725.0,Male,ATCC,CVCL_0599,945.0,lymph_node,Metastasis,Skin Cancer,Melanoma,67.0,SIDM01106,,skin,melanoma,,,Adherent
ACH-000823,KYSE-140,KYSE140,KYSE140_OESOPHAGUS,,753573.0,Male,DSMZ,CVCL_1347,951.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,54.0,SIDM01032,,esophagus,esophagus_squamous,,,Adherent
ACH-000824,KYSE-510,KYSE510,KYSE510_OESOPHAGUS,,907321.0,Female,DSMZ,CVCL_1354,893.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,67.0,SIDM01026,,esophagus,esophagus_squamous,,,
ACH-000825,HOP-92,HOP92,HOP92_LUNG,,905973.0,Male,Academic lab,CVCL_1286,888.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,SIDM00134,,lung,NSCLC,,,Mixed adherent and suspension
ACH-000826,CAL-12T,CAL12T,CAL12T_LUNG,,753540.0,Male,DSMZ,CVCL_1105,2252.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,SIDM00939,,lung,NSCLC,,,Adherent
ACH-000827,WM-793,WM793,WM793_SKIN,,1299081.0,Male,WISTAR,CVCL_8787,114.0,skin,,Skin Cancer,Melanoma,,SIDM00973,,skin,melanoma,,,Adherent
ACH-000828,ZR-75-30,ZR7530,ZR7530_BREAST,,909907.0,Female,ATCC,CVCL_1661,429.0,ascites,Metastasis,Breast Cancer,Breast Ductal Carcinoma,47.0,SIDM00971,,breast,breast_ductal_carcinoma,ERpos_HER2pos,HER2_amp,Adherent
ACH-000830,NCI-H1436,NCIH1436,NCIH1436_LUNG,,908469.0,Male,ATCC,CVCL_1471,2120.0,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),39.0,SIDM00697,,lung,SCLC,,,Suspension
ACH-000832,CAL 27,CAL27,CAL27_UPPER_AERODIGESTIVE_TRACT,,910916.0,Male,ATCC,CVCL_1107,1911.0,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,56.0,SIDM00937,,upper_aerodigestive,upper_aerodigestive_squamous,,,Adherent
ACH-000835,GCT,GCT,GCT_SOFT_TISSUE,,906999.0,Male,ATCC,CVCL_1229,963.0,soft_tissue,Metastasis,Sarcoma,Pleomorphic Sarcoma,29.0,SIDM00853,,soft_tissue,pleomorphic_sarcoma,,,Adherent
ACH-000838,AMO-1,AMO1,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1295741.0,Female,DSMZ,CVCL_1806,1204.0,ascites,Primary,Myeloma,"Multiple Myeloma, plasmacytoma",64.0,SIDM00993,,plasma_cell,multiple_myeloma,plasmacytoma,,Suspension
ACH-000840,HCC-366,HCC366,HCC366_LUNG,,1240144.0,Female,DSMZ,CVCL_2059,638.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma",80.0,SIDM01070,,lung,NSCLC,NSCLC_adenosquamous,,
ACH-000841,NCI-H2087,NCIH2087,NCIH2087_LUNG,,724834.0,Male,ATCC,CVCL_1524,915.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",69.0,SIDM00708,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-000843,HARA,HARA,HARA_LUNG,,1240142.0,Male,HSRRB,CVCL_2914,350.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",57.0,SIDM00598,,lung,NSCLC,NSCLC_squamous,,Adherent
ACH-000846,FaDu,FADU,FADU_UPPER_AERODIGESTIVE_TRACT,,906863.0,Male,ATCC,CVCL_1218,1170.0,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,56.0,SIDM00860,,upper_aerodigestive,upper_aerodigestive_squamous,,,Adherent
ACH-000847,HGC-27,HGC27,HGC27_STOMACH,,907055.0,Unknown,ECACC,CVCL_1279,1102.0,lymph_node,Metastasis,Gastric Cancer,Adenocarcinoma,,SIDM00290,,gastric,gastric_adenocarcinoma,,,Adherent
ACH-000848,JHH-7,JHH7,JHH7_LIVER,,1240160.0,Male,HSRRB,CVCL_2805,1038.0,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,53.0,SIDM00614,,liver,hepatocellular_carcinoma,,,
ACH-000849,MDA-MB-468,MDAMB468,MDAMB468_BREAST,,908123.0,Female,ATCC,CVCL_0419,415.0,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,51.0,SIDM00628,,breast,breast_carcinoma,ERneg_HER2neg,basal_A,Adherent
ACH-000852,NCI-H1435,NCIH1435,NCIH1435_LUNG,,1298347.0,Female,ATCC,CVCL_1470,2119.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",35.0,SIDM00658,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000853,NCI-H661,NCIH661,NCIH661_LUNG,,687829.0,Male,ATCC,CVCL_1577,107.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",43.0,SIDM01122,,lung,NSCLC,NSCLC_large_cell,,Adherent
ACH-000855,KYSE-150,KYSE150,KYSE150_OESOPHAGUS,,907317.0,Female,DSMZ,CVCL_1348,407.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,49.0,SIDM01031,,esophagus,esophagus_squamous,,,Adherent
ACH-000856,CAL-51,CAL51,CAL51_BREAST,,910927.0,Female,DSMZ,CVCL_1110,4.0,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,45.0,SIDM00933,,breast,breast_carcinoma,ERneg_HER2neg,basal_B,Adherent
ACH-000857,CAL-85-1,CAL851,CAL851_BREAST,,910852.0,Female,DSMZ,CVCL_1114,113.0,breast,Primary,Breast Cancer,Carcinoma,35.0,SIDM00928,,breast,breast_carcinoma,ERneg_HER2neg,basal_A,
ACH-000858,KNS-62,KNS62,KNS62_LUNG,,753569.0,Male,ATCC,CVCL_1335,1369.0,central_nervous_system,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",49.0,SIDM00606,,lung,NSCLC,NSCLC_squamous,,Adherent
ACH-000860,NCI-H358,NCIH358,NCIH358_LUNG,,908465.0,Male,ATCC,CVCL_1559,1691.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00718,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000861,HOP-62,HOP62,HOP62_LUNG,,905972.0,Female,Academic lab,CVCL_1285,1500.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00133,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000863,DBTRG-05MG,DBTRG05MG,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,,906835.0,Female,ATCC,CVCL_1169,1784.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,59.0,SIDM00867,,central_nervous_system,glioma,glioblastoma,,Adherent
ACH-000864,COLO 684,COLO684,COLO684_ENDOMETRIUM,,910691.0,Female,ECACC,CVCL_1132,218.0,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,63.0,SIDM00142,,uterus,endometrial_adenocarcinoma,,,Suspension
ACH-000865,KYSE-450,KYSE450,KYSE450_OESOPHAGUS,,907320.0,Male,DSMZ,CVCL_1353,60.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,59.0,SIDM01027,,esophagus,esophagus_squamous,,,Adherent
ACH-000866,NCI-H1048,NCIH1048,NCIH1048_LUNG,,687995.0,Female,ATCC,CVCL_1453,1875.0,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00654,,lung,SCLC,,,Adherent
ACH-000867,ChaGo-K-1,CHAGOK1,CHAGOK1_LUNG,,687596.0,Male,ECACC,CVCL_1121,1605.0,lung,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",45.0,SIDM00924,,lung,NSCLC,,,Adherent
ACH-000869,NCI-H1568,NCIH1568,NCIH1568_LUNG,,1298348.0,Female,ATCC,CVCL_1476,711.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",48.0,SIDM00750,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000871,NCI-H510,NCIH510,NCIH510_LUNG,,753605.0,Male,ATCC,CVCL_1565,919.0,autonomic_ganglia,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),56.0,SIDM00927,,lung,SCLC,,,Mixed adherent and suspension
ACH-000873,KYSE-270,KYSE270,KYSE270_OESOPHAGUS,,907319.0,Male,DSMZ,CVCL_1350,1518.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,79.0,SIDM01029,,esophagus,esophagus_squamous,,,Adherent
ACH-000874,RS4;11,RS411,RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909703.0,Female,ATCC,CVCL_0093,862.0,bone_marrow,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",32.0,SIDM01086,,blood,ALL,b_cell,,
ACH-000875,NCI-H2347,NCIH2347,NCIH2347_LUNG,,687820.0,Female,ATCC,CVCL_1550,337.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",54.0,SIDM00726,,lung,NSCLC,NSCLC_adenocarcinoma,,Mixed adherent and suspension
ACH-000876,MDA-MB-415,MDAMB415,MDAMB415_BREAST,,924240.0,Female,ATCC,CVCL_0621,344.0,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,38.0,SIDM00630,,breast,breast_carcinoma,ERpos_HER2neg,HER2_amp,Adherent
ACH-000878,HCC-15,HCC15,HCC15_LUNG,,1240143.0,Male,DSMZ,CVCL_2057,1368.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",47.0,SIDM01072,,lung,NSCLC,NSCLC_squamous,,Mixed adherent and suspension
ACH-000879,MFE-296,MFE296,MFE296_ENDOMETRIUM,,908130.0,Female,DSMZ,CVCL_1406,920.0,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,68.0,SIDM00334,,uterus,endometrial_adenocarcinoma,,,
ACH-000880,AGS,AGS,AGS_STOMACH,,906790.0,Female,ATCC,CVCL_0139,1011.0,stomach,Primary,Gastric Cancer,Adenocarcinoma,54.0,SIDM00850,,gastric,gastric_adenocarcinoma,,,Adherent
ACH-000881,MEL-JUSO,MELJUSO,MELJUSO_SKIN,,908125.0,Female,DSMZ,CVCL_1403,626.0,skin,Primary,Skin Cancer,Melanoma,58.0,SIDM00336,,skin,melanoma,,,Adherent
ACH-000882,IGR-1,IGR1,IGR1_SKIN,,907169.0,Male,DSMZ,CVCL_1303,1534.0,lymph_node,Metastasis,Skin Cancer,Melanoma,42.0,SIDM01060,,skin,melanoma,,,Adherent
ACH-000883,SW 1783,SW1783,SW1783_CENTRAL_NERVOUS_SYSTEM,,909750.0,Male,ATCC,CVCL_1722,1453.0,central_nervous_system,Primary,Brain Cancer,Astrocytoma,68.0,SIDM01164,,central_nervous_system,glioma,astrocytoma,,Adherent
ACH-000885,TOV-21G,TOV21G,TOV21G_OVARY,,1240222.0,Female,ATCC,CVCL_3613,700.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, clear cell",62.0,SIDM01169,,ovary,ovary_adenocarcinoma,clear_cell,,Adherent
ACH-000886,NCI-H2009,NCIH2009,NCIH2009_LUNG,,724873.0,Female,ATCC,CVCL_1514,79.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",68.0,SIDM00756,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-000888,NCI-H1793,NCIH1793,NCIH1793_LUNG,,908463.0,Female,ATCC,CVCL_1496,934.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",52.0,SIDM00755,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000890,SW 1271,SW1271,SW1271_LUNG,,1299062.0,Male,ATCC,CVCL_1716,2037.0,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),69.0,SIDM01156,,lung,SCLC,,,Adherent
ACH-000892,NCI-H1563,NCIH1563,NCIH1563_LUNG,,753600.0,Male,ATCC,CVCL_1475,1402.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00751,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000893,NCI-H1651,NCIH1651,NCIH1651_LUNG,,910900.0,Male,ATCC,CVCL_1484,1828.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",71.0,SIDM00744,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000894,NCI-H1869,NCIH1869,NCIH1869_LUNG,,1240183.0,Male,ATCC,CVCL_1500,90.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",58.0,SIDM00768,,lung,NSCLC,NSCLC_squamous,,Adherent
ACH-000895,CL-34,CL34,CL34_LARGE_INTESTINE,,1290771.0,Female,DSMZ,CVCL_1980,1005.0,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00945,,colorectal,colorectal_adenocarcinoma,,MSI,
ACH-000896,647-V,647V,647V_URINARY_TRACT,,906797.0,Male,DSMZ,CVCL_1049,2061.0,urinary_tract,Primary,Bladder Cancer,Carcinoma,,SIDM00983,,urinary_tract,bladder_carcinoma,,,Adherent
ACH-000900,NCI-H23,NCIH23,NCIH23_LUNG,,905942.0,Male,ATCC,CVCL_1547,2108.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",51.0,SIDM00138,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000902,CAL-148,CAL148,CAL148_BREAST,,924106.0,Female,DSMZ,CVCL_1106,1610.0,pleural_effusion,Metastasis,Breast Cancer,Breast Ductal Carcinoma,58.0,SIDM00938,,breast,breast_ductal_carcinoma,ERneg_HER2neg,luminal_HER2_amp,Mixed
ACH-000903,FTC-133,FTC133,FTC133_THYROID,,906864.0,Male,ECACC,CVCL_1219,1007.0,thyroid,Metastasis,Thyroid Cancer,"Carcinoma, anaplastic",42.0,SIDM00213,,thyroid,thyroid_carcinoma,anaplastic,,Adherent
ACH-000905,5637,5637,5637_URINARY_TRACT,,687452.0,Male,ATCC,CVCL_0126,1157.0,urinary_tract,,Bladder Cancer,,68.0,SIDM00807,,urinary_tract,bladder_carcinoma,,,Adherent
ACH-000906,ES-2,ES2,ES2_OVARY,,1240128.0,Female,ATCC,CVCL_3509,869.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, clear cell",47.0,SIDM00861,,ovary,ovary_adenocarcinoma,clear_cell,,Adherent
ACH-000910,MDA-MB-453,MDAMB453,MDAMB453_BREAST,,908122.0,Female,ATCC,CVCL_0418,101.0,pericardial_effusion,Metastasis,Breast Cancer,Carcinoma,48.0,SIDM00272,,breast,breast_carcinoma,ERneg_HER2neg,HER2_amp,Adherent
ACH-000911,NUGC-3,NUGC3,NUGC3_STOMACH,,908455.0,Male,JHSF,CVCL_1612,1251.0,soft_tissue,Metastasis,Gastric Cancer,Adenocarcinoma,72.0,SIDM00572,,gastric,gastric_adenocarcinoma,,,
ACH-000913,ESS-1,ESS1,ESS1_ENDOMETRIUM,,907000.0,Female,DSMZ,CVCL_1205,293.0,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Stromal Sarcoma,76.0,SIDM01043,,uterus,endometrial_stromal_sarcoma,,,
ACH-000914,HT,HT,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907063.0,Male,ATCC,CVCL_1290,745.0,ascites,,Lymphoma,"B-cell, Non-Hodgkins",70.0,SIDM00661,,lymphocyte,non_hodgkin_lymphoma,b_cell,,
ACH-000915,IPC-298,IPC298,IPC298_SKIN,,907171.0,Female,DSMZ,CVCL_1307,77.0,skin,Primary,Skin Cancer,Melanoma,64.0,SIDM01059,,skin,melanoma,,,Adherent
ACH-000916,NCI-H1573,NCIH1573,NCIH1573_LUNG,,908472.0,Female,ATCC,CVCL_1478,372.0,soft_tissue,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",35.0,SIDM00749,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000917,TE-4,TE4,TE4_OESOPHAGUS,,1503371.0,Female,RIKEN,CVCL_3337,382.0,lymph_node,,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00250,,esophagus,esophagus_squamous,,,
ACH-000918,MOLT-16,MOLT16,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908147.0,Female,DSMZ,CVCL_1424,1321.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",5.0,SIDM00431,,blood,ALL,t_cell,,
ACH-000919,IM95,IM95,IM95_STOMACH,,1240155.0,Male,HSRRB,CVCL_2961,405.0,stomach,Primary,Gastric Cancer,Adenocarcinoma,63.0,SIDM00602,,gastric,gastric_adenocarcinoma,,,Adherent
ACH-000920,CML-T1,CMLT1,CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910951.0,Female,DSMZ,CVCL_1126,160.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",36.0,SIDM00958,,blood,CML,blast_crisis,,
ACH-000922,RCH-ACV,RCHACV,RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330994.0,Female,DSMZ,CVCL_1851,1160.0,bone_marrow,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",8.0,SIDM00449,,blood,ALL,b_cell,,Adherent
ACH-000924,NCI-H2172,NCIH2172,NCIH2172_LUNG,,1298353.0,Female,ATCC,CVCL_1537,1692.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,SIDM00926,,lung,NSCLC,,,Adherent
ACH-000926,HT55,HT55,HT55_LARGE_INTESTINE,,907287.0,Unknown,ECACC,CVCL_1294,1688.0,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00541,,colorectal,colorectal_adenocarcinoma,,,Adherent
ACH-000927,BT-474,BT474,BT474_BREAST,,946359.0,Female,ATCC,CVCL_0179,412.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,60.0,SIDM00963,,breast,breast_ductal_carcinoma,ERpos_HER2pos,HER2_amp,Adherent
ACH-000929,NCI-H2110,NCIH2110,NCIH2110_LUNG,,1298351.0,Unknown,ATCC,CVCL_1530,1948.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,SIDM00703,,lung,NSCLC,,,
ACH-000930,HCC1569,HCC1569,HCC1569_BREAST,,907046.0,Female,ATCC,CVCL_1255,2127.0,breast,Primary,Breast Cancer,Carcinoma,70.0,SIDM00878,,breast,breast_carcinoma,ERneg_HER2pos,basal_A,Mixed adherent and suspension
ACH-000932,SNU-1,SNU1,SNU1_STOMACH,,908444.0,Male,ATCC,CVCL_0099,564.0,stomach,Metastasis,Gastric Cancer,Adenocarcinoma,44.0,SIDM01146,,gastric,gastric_adenocarcinoma,,,
ACH-000934,MDA-MB-361,MDAMB361,MDAMB361_BREAST,,908121.0,Female,ATCC,CVCL_0620,880.0,central_nervous_system,Metastasis,Breast Cancer,Carcinoma,40.0,SIDM00528,,breast,breast_carcinoma,ERpos_HER2pos,HER2_amp,Adherent
ACH-000935,MDST8,MDST8,MDST8_LARGE_INTESTINE,,1240173.0,Unknown,ECACC,CVCL_2588,928.0,large_intestine,,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00527,,colorectal,colorectal_adenocarcinoma,,,Adherent
ACH-000936,EFO-27,EFO27,EFO27_OVARY,,906852.0,Female,DSMZ,CVCL_1192,1497.0,abdomen,Metastasis,Ovarian Cancer,"Adenocarcinoma, endometrioid",36.0,SIDM01051,,ovary,ovary_adenocarcinoma,endometrioid,,Adherent
ACH-000937,PF-382,PF382,PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909260.0,Female,DSMZ,CVCL_1641,1043.0,pleural_effusion,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",6.0,SIDM00451,,blood,ALL,t_cell,,
ACH-000938,NALM-6,NALM6,NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908158.0,Male,DSMZ,CVCL_0092,973.0,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",19.0,SIDM00429,,blood,ALL,b_cell,,
ACH-000939,SK-UT-1,SKUT1,SKUT1_SOFT_TISSUE,,909732.0,Female,ATCC,CVCL_0533,725.0,endometrium,Primary,Sarcoma,Leiomyosarcoma,75.0,SIDM01113,,soft_tissue,leiomyosarcoma,,,Adherent
ACH-000940,AN3 CA,AN3CA,AN3CA_ENDOMETRIUM,,910781.0,Female,ATCC,CVCL_0028,1294.0,endometrium,Metastasis,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,55.0,SIDM00901,,uterus,endometrial_adenocarcinoma,,,Adherent
ACH-000943,RKO,RKO,RKO_LARGE_INTESTINE,,909698.0,Unknown,ATCC,CVCL_0504,607.0,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM01090,,colorectal,colorectal_adenocarcinoma,,MSI,Adherent
ACH-000944,NAMALWA,NAMALWA,NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908159.0,Female,JCRB,CVCL_0067,669.0,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",3.0,SIDM00641,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,,Suspension
ACH-000945,NCI-H650,NCIH650,NCIH650_LUNG,,722066.0,Male,ATCC,CVCL_1575,1539.0,lung,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM01124,,lung,NSCLC,NSCLC_adenocarcinoma,,Mixed adherent and suspension
ACH-000947,OVK18,OVK18,OVK18_OVARY,,1480371.0,Female,RIKEN,CVCL_3770,200.0,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, endometrioid",,SIDM00238,,ovary,ovary_adenocarcinoma,endometrioid,,Adherent
ACH-000948,23132/87,2313287,2313287_STOMACH,,910924.0,Male,DSMZ,CVCL_1046,558.0,stomach,Primary,Gastric Cancer,Adenocarcinoma,72.0,SIDM00980,,gastric,gastric_adenocarcinoma,,,
ACH-000949,TGBC11TKB,TGBC11TKB,TGBC11TKB_STOMACH,,909770.0,Female,RIKEN,CVCL_1768,1917.0,lymph_node,Metastasis,Gastric Cancer,Adenocarcinoma,,SIDM00251,,gastric,gastric_adenocarcinoma,,,Suspension
ACH-000950,LoVo,LOVO,LOVO_LARGE_INTESTINE,,907790.0,Male,ATCC,CVCL_0399,306.0,lymph_node,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,56.0,SIDM00839,,colorectal,colorectal_adenocarcinoma,,MSI,Adherent
ACH-000951,NCI-H2342,NCIH2342,NCIH2342_LUNG,,687819.0,Male,ATCC,CVCL_1549,1814.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",55.0,SIDM00727,,lung,NSCLC,NSCLC_adenocarcinoma,,Mixed adherent and suspension
ACH-000953,SUP-T1,SUPT1,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sup-T1,909743.0,Male,ATCC,CVCL_1714,1452.0,pleural_effusion,Metastasis,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",8.0,SIDM01154,,blood,ALL,t_cell,,
ACH-000955,SNU-407,SNU407,SNU407_LARGE_INTESTINE,,1660034.0,Male,KCLB,CVCL_5058,1907.0,soft_tissue,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,37.0,SIDM00214,,colorectal,colorectal_adenocarcinoma,,MSI,
ACH-000956,22Rv1,22RV1,22RV1_PROSTATE,22-RV1,924100.0,Male,ATCC,CVCL_1045,1027.0,prostate,Primary,Prostate Cancer,Adenocarcinoma,,SIDM00499,,prostate,prostate_adenocarcinoma,,,Adherent
ACH-000957,LS 180,LS180,LS180_LARGE_INTESTINE,,998189.0,Female,ATCC,CVCL_0397,2081.0,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,58.0,SIDM00680,,colorectal,colorectal_adenocarcinoma,,MSI,not found
ACH-000958,SW48,SW48,SW48_LARGE_INTESTINE,,909751.0,Female,ATCC,CVCL_1724,1.0,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,82.0,SIDM00837,,colorectal,colorectal_adenocarcinoma,,MSI,Adherent
ACH-000960,Reh,REH,REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909696.0,Female,ATCC,CVCL_1650,1272.0,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",15.0,SIDM00447,,blood,ALL,b_cell,,Suspension
ACH-000962,OC 314,OC314,OC314_OVARY,,909257.0,Female,ICLC,CVCL_1616,896.0,ascites,Metastasis,Ovarian Cancer,"Cystadenocarcinoma, clear cell",39.0,SIDM00220,,ovary,ovary_adenocarcinoma,clear_cell,,
ACH-000963,CCK-81,CCK81,CCK81_LARGE_INTESTINE,,1240123.0,Female,HSRRB,CVCL_2873,1915.0,large_intestine,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00487,,colorectal,colorectal_adenocarcinoma,,MSI,
ACH-000965,RL95-2,RL952,RL952_ENDOMETRIUM,,930082.0,Female,ATCC,CVCL_0505,2215.0,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenosquamous Carcinoma,65.0,SIDM01088,,uterus,endometrial_adenosquamous,,,Adherent
